Platform,Title,Instructor_Partner,Description,Rating,Reviews,Price,Details,URL
Coursera,ChatGPT 101 - Supercharge Your Work & Life with ChatGPT,Packt,nan,nan,nan,nan,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/packt-chatgpt-101-supercharge-your-work-life-with-chatgpt-edeev
Coursera,5S - Become a Certified 5S Specialist,Packt,nan,nan,10 reviews,nan,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/packt-5s-become-a-certified-5s-specialist-gvcxn
Coursera,Uso prudente de antimicrobianos en el entorno hospitalario,Universidad Nacional de Colombia,nan,nan,350 reviews,nan,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/antibioticos-uso-prudente
Coursera,Introduction to OpenAI,KodeKloud,nan,nan,nan,nan,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/introduction-to-openai
Coursera,Science of Firearm Injury Prevention Among Children & Teens,University of Michigan,nan,nan,7 reviews,nan,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/science-of-firearm-injury-prevention-children-teens
Coursera,Arctic Meltdown,University of Colorado Boulder,nan,nan,56 reviews,nan,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/arctic-climate-environment-geographies
Coursera,Exercer son esprit critique à l’ère informationnelle,University of Geneva,nan,nan,76 reviews,nan,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/esprit-critique
Coursera,Introduction to Religions & Ecology,Yale University,nan,nan,64 reviews,nan,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/intro-religions-ecology
Coursera,GenAI for Call Centers: AI-Driven Customer Success,Coursera,nan,nan,nan,nan,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/genai-for-call-centers-ai-driven-customer-success
Coursera,Excel Fundamentals for Healthcare,Packt,nan,nan,nan,nan,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/packt-excel-fundamentals-for-healthcare-aw7zb
Coursera,Developing AI Policy,Fred Hutchinson Cancer Center,nan,nan,23 reviews,nan,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/developing-ai-policy
Coursera,A New Communication Framework for Healthcare,University of California San Diego,nan,nan,6 reviews,nan,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/a-new-communication-framework-for-healthcare
Coursera,Writing Professional Email and Memos (Project-Centered Course),Kennesaw State University,nan,nan,456 reviews,nan,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/professional-emails
Coursera,TOTAL CompTIA A+ Core 1 (220-1201) v15,Packt,nan,nan,nan,nan,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/packt-total-comptia-a-plus-core-1
Coursera,Introduction to UX/UI Design,IBM,nan,nan,87 reviews,nan,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-to-uxui-design
Coursera,Advanced ITSM with ServiceNow: Optimizing IT Operations,Coursera,nan,nan,10 reviews,nan,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/advanced-itsm-with-servicenow-optimizing-it-operations
Coursera,Introducción a la visualización de datos,Pontificia Universidad Católica de Chile,nan,nan,21 reviews,nan,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduccion-a-la-visualizacion-de-datos
Coursera,Introduction to Scrum Master Training,LearnQuest,nan,nan,2.3K reviews,nan,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/introduction-to-certified-scrum-master
Coursera,Humanidades digitales: archivos y colecciones,Universidad de los Andes,nan,nan,10 reviews,nan,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/humanidades-digitales-archivos-y-colecciones
Coursera,Wonders of Ancient Egypt,University of Pennsylvania,nan,nan,1K reviews,nan,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/wonders-ancient-egypt
Coursera,Gestión de Emprendimientos Gastronómicos,Pontificia Universidad Católica del Perú,nan,nan,33 reviews,nan,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/emprendimientos-gastronomicos
Coursera,Writing for Young Readers: Opening the Treasure Chest,Commonwealth Education Trust,nan,nan,1.3K reviews,nan,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/writing-for-children
Coursera,Fundamentos del Diseño Gráfico,California Institute of the Arts,nan,nan,26 reviews,nan,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/diseno-grafico
Coursera,Vector Search and Embeddings,Google Cloud,nan,nan,19 reviews,nan,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/vector-search-and-embeddings
Coursera,Practice Exams for CompTIA A+ Certification: Core 1 & Core 2,IBM,nan,nan,62 reviews,nan,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/practice-exam-for-comptia-a
Coursera,Tutoring and Teaching Math for Understanding,"University of California, Santa Cruz",nan,nan,nan,nan,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/math-teaching-tutoring
Coursera,Understanding Obesity,The University of Edinburgh,nan,nan,890 reviews,nan,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/understanding-obesity
Coursera,Old Norse Mythology in the Sources,University of Colorado Boulder,nan,nan,370 reviews,nan,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/old-norse-mythology-sources
Coursera,"Migration, Health and Equity in Europe",University of Geneva,nan,nan,9 reviews,nan,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/migration-health-equity
Coursera,Anti-Racism,University of Colorado Boulder,"Skills you'll gain: Community Outreach, Social Justice, Discussion Facilitation, Diversity Awareness, Overcoming Obstacles, Advocacy, Social Impact, Community Development, Interviewing Skills, Empowerment, Cultural Sensitivity, Action Oriented, Cultural Diversity, Interpersonal Communications, Persistence, Sociology, Diversity Equity and Inclusion Initiatives, Self-Awareness, Intercultural Competence, Storytelling",nan,317 reviews,nan,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/anti-racism
Coursera,Exam Prep SC-200: Microsoft Security Operations Analyst,Whizlabs,nan,nan,nan,nan,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/exam-prep-sc-200-microsoft-security-operations-analyst-associate
Coursera,Processamento Neural de Linguagem Natural em Português I,Universidade de São Paulo,nan,nan,22 reviews,nan,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/processamento-neural-linguagem-natural-em-portugues-i
Coursera,Sustainable Supply Chains,University of Virginia Darden School Foundation,nan,nan,29 reviews,nan,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/sustainable-supply-chains
Coursera,Data and Electronic Health Records,Johns Hopkins University,nan,nan,39 reviews,nan,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/data-and-electronic-health-records
Coursera,Getting Started with Terraform for Google Cloud,Google Cloud,nan,nan,59 reviews,nan,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/getting-started-with-terraform-for-google-cloud
Coursera,Introduction to TCP/IP,Yonsei University,nan,nan,2.8K reviews,nan,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/tcpip
Coursera,Grande Distribution et RSE : Comprendre et Agir,ESSEC Business School,nan,nan,25 reviews,nan,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/grande-distribution-et-rse
Coursera,Understanding and Managing the Stresses of Police Work,University of Toronto,"Skills you'll gain: Mindfulness, Active Listening, Stress Management, Empowerment, De-escalation Techniques, Personal Development, Emotional Intelligence, Biology, Social Skills, Resilience, Physiology, Communication Strategies",nan,453 reviews,nan,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/manage-stress-police
Coursera,Bases de la planification et de la gestion de projet,University of Virginia,nan,nan,126 reviews,nan,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/uva-darden-project-management-fr
Coursera,Water Resources Management and Policy,University of Geneva,nan,nan,1.3K reviews,nan,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/water-management
Coursera,Music Composition: Starting a Piece,University of Glasgow,nan,nan,nan,nan,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/music-composition-starting-a-piece
Coursera,Samsung Mobile Repair Essentials,Samsung,nan,nan,9 reviews,nan,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/samsung-mobile-repair-essentials
Coursera,Creative AI: Images and Media,University of the Arts London,nan,nan,nan,nan,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/creative-ai-images
Coursera,The City and You: Find Your Best Place,University of Toronto,nan,nan,157 reviews,nan,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/city-and-you-find-best-place
Coursera,La science forensique au tribunal: témoin digne de foi ?,University of Lausanne,nan,nan,72 reviews,nan,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/science-forensique-tribunal
Coursera,Entreprendre dans les Industries Culturelles à l'ère du numérique,Sciences Po,nan,nan,164 reviews,nan,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/entreprendre-culture
Coursera,Unethical Decision Making in Organizations,University of Lausanne,nan,nan,429 reviews,nan,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/unethical-decision-making
Coursera,Autonomous AI Agent Systems and Orchestration,Edureka,nan,nan,nan,nan,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/autonomous-ai-agent-systems-and-orchestration
Coursera,How to Network: Leading Yourself to Lead Others,University of Michigan,nan,nan,66 reviews,nan,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/how-to-network
Coursera,Indigenous Religions & Ecology,Yale University,nan,nan,54 reviews,nan,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/indigenous-religions-ecology
Coursera,Coding Interview Preparation,Meta,nan,nan,784 reviews,nan,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/coding-interview-preparation
Coursera,Introduction to Complex Analysis,Wesleyan University,nan,nan,1.1K reviews,nan,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/complex-analysis
Coursera,Doing Business in Latin America,Universidad de los Andes,nan,nan,12 reviews,nan,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/business-latam
Coursera,La Philanthropie : Comprendre et Agir,ESSEC Business School,nan,nan,132 reviews,nan,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/philanthropie
Coursera,Intelligence Tools for the Digital Age,IE Business School,nan,nan,679 reviews,nan,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/intelligence-tools-digital-age
Coursera,"Data Analysts' Toolbox - Excel, Power BI, Python, & Tableau",Packt,nan,nan,29 reviews,nan,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/packt-data-analysts-toolbox-excel-power-bi-python-and-tableau
Coursera,Strategic Business Leadership,University of Glasgow,nan,nan,19 reviews,nan,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/strategic-business-leadership
Coursera,The Truth About Cats and Dogs,The University of Edinburgh,nan,nan,2.4K reviews,nan,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/cats-and-dogs
Coursera,CompTIA Data+,Infosec,nan,nan,nan,nan,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/comptia-data
Coursera,Field Safety Training: Changing the Culture of Fieldwork,University of Colorado Boulder,nan,nan,nan,nan,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/advanceing-fieldsafety-changing-the-culture-of-fieldwork
Coursera,Artificial Intelligence,O.P. Jindal Global University,nan,nan,nan,nan,Mixed · Course · 3 - 6 Months,https://www.coursera.org/learn/artificial-intelligence-1
Coursera,Les Partenariats Public-Privé (PPP): Comment offrir de meilleures infrastructures pour les services publics,The World Bank Group,nan,nan,547 reviews,nan,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/partenariats-public-prive
Coursera,"Front-End Web Developer Bootcamp - HTML, CSS, JS, & React",Packt,nan,nan,nan,nan,Beginner · Course · 3 - 6 Months,https://www.coursera.org/learn/packt-the-front-end-web-developer-bootcamp-html-css-js-and-react-iano0
Coursera,Procore Mastery: Construction Project Management,Coursera,nan,nan,nan,nan,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/procore-mastery-construction-project-management
Coursera,"AI, Empathy & Ethics","University of California, Santa Cruz",nan,nan,454 reviews,nan,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/ai-empathy-ethics
Coursera,"Data Science Essentials: Analysis, Statistics, and ML",Packt,nan,nan,29 reviews,nan,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/packt-data-science-essentials-analysis-statistics-and-ml
Coursera,AI Image Generation Mastery,SkillsBooster Academy,SkillsBooster Academy,nan,nan,nan,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/ai-image-generation
Coursera,Fundamentals of Visualization with Tableau,"University of California, Davis",nan,nan,6.8K reviews,nan,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/data-visualization-tableau
Coursera,Paesaggi di Roma Antica. Archeologia e storia del Palatino.,Sapienza University of Rome,nan,nan,147 reviews,nan,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/paesaggi-roma-antica
Coursera,CUDA Advanced Libraries,Johns Hopkins University,nan,nan,21 reviews,nan,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/cuda-advanced-libraries
Coursera,Mathematical Thinking in Computer Science,University of California San Diego,nan,nan,2.3K reviews,nan,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/what-is-a-proof
Coursera,Change Management Training for Leaders,Coursera,nan,nan,nan,nan,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/change-management-training-for-leaders
Coursera,Network Architecture,Google,nan,nan,39 reviews,nan,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/google-network-architecture
Coursera,International Cyber Conflicts,The State University of New York,nan,nan,1.6K reviews,nan,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/cyber-conflicts
Coursera,Product Strategy in the age of GenAI,Coursera,nan,nan,127 reviews,nan,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/product-strategy-in-the-age-of-genai
Coursera,Diabetes - a Global Challenge,University of Copenhagen,nan,nan,751 reviews,nan,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/diabetes
Coursera,Solidity Mastery: Foundations to Advanced Smart Contracts,Packt,nan,nan,11 reviews,nan,Intermediate · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/packt-solidity-mastery-foundations-to-advanced-smart-contracts
Coursera,Arte Medieval,Universidad de Palermo,nan,nan,29 reviews,nan,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/arte-medieval
Coursera,"Drugs, drug use, drug policy and health",University of Geneva,nan,nan,274 reviews,nan,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/drugs
Coursera,Queering Identities: LGBTQ+ Sexuality and Gender Identity,University of Colorado System,nan,nan,728 reviews,nan,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/queeringidentities
Coursera,Plan Your Job Search with AI,Google,nan,nan,13 reviews,nan,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/google-plan-your-job-search-with-ai
Coursera,Build Basic Generative Adversarial Networks (GANs),DeepLearning.AI,nan,nan,2K reviews,nan,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/build-basic-generative-adversarial-networks-gans
Coursera,Midjourney: Generative AI for Creatives,Skillshare,Skillshare,nan,nan,nan,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/midjourney-generative-ai-for-creatives
Coursera,Groundwork for Success in Sales Development,Salesforce,nan,nan,471 reviews,nan,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/sales-success
Coursera,Climate Adaptation in Africa,University of Cape Town,nan,nan,124 reviews,nan,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/climate-adaptation
Coursera,Decentralized Finance (DeFi) Infrastructure,Duke University,nan,nan,1.6K reviews,nan,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/decentralized-finance-infrastructure-duke
Coursera,Becoming an SAP Professional,SAP,"Skills you'll gain: Professional Networking, SAP Applications, Workforce Development, Company, Product, and Service Knowledge, Enterprise Resource Planning, Interviewing Skills, Goal Setting, Training Programs",nan,255 reviews,nan,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/becoming-an-sap-professional
Coursera,Digital Signal Processing 1: Basic Concepts and Algorithms,École Polytechnique Fédérale de Lausanne,nan,nan,641 reviews,nan,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/dsp1
Coursera,Using Data Analytics in Supply Chain,Unilever,"Skills you'll gain: Data Governance, Data Storytelling, Presentations, Data Visualization, Supply Chain, Data Management, Supply Chain Management, Data Analysis, Data Visualization Software, Data Quality, Analytical Skills, Data Cleansing, Data Collection, Google Sheets, Spreadsheet Software, Pivot Tables And Charts, Exploratory Data Analysis, Data Validation, Risk Management, Problem Solving",nan,92 reviews,nan,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/using-data-analytics-in-supply-chain
Coursera,Positive Psychology Specialization Project: Design Your Life for Well-being,University of Pennsylvania,nan,nan,917 reviews,nan,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/positive-psychology-project
Coursera,Unity Game Development: Fun Mini-Game Projects,EDUCBA,nan,nan,19 reviews,nan,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/unity-game-development-fun-mini-game-projects
Coursera,Security Operations,ISC2,nan,nan,199 reviews,nan,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/security-operations
Coursera,Principles of Economics: Introduction - Getting to Know You,Rice University,nan,nan,64 reviews,nan,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/principles-of-economics-intro
Coursera,Learning Linux for LFCA Certification,LearnQuest,nan,nan,1.2K reviews,nan,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/linux-for-lfca-certification
Coursera,Fashion Values: Society,University of the Arts London,nan,nan,nan,nan,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/fashion-values-society
Coursera,EMT Foundations,University of Colorado System,nan,nan,1.1K reviews,nan,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/emt-foundations
Coursera,Fundamentals of Global Energy Business,University of Colorado System,nan,nan,508 reviews,nan,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/energy-business
Coursera,Preparing for Google Cloud Certification: Cloud Engineer Professional Certificate en Español,Google Cloud,nan,nan,1.7K reviews,nan,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/cloud-engineering-gcp-es
Coursera,Architecting with Google Compute Engine en Español,Google Cloud,nan,nan,1.6K reviews,nan,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/gcp-architecture-es
Coursera,Ethics of Artificial Intelligence,Politecnico di Milano,nan,nan,307 reviews,nan,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/ethics-of-artificial-intelligence
Coursera,Systèmes d’Information Géographique - Partie 2,École Polytechnique Fédérale de Lausanne,nan,nan,43 reviews,nan,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/sig-2
Coursera,High-Performance and Parallel Computing,University of Colorado Boulder,nan,nan,174 reviews,nan,Advanced · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/high-performance-parallel-computing
Coursera,Generative AI Engineering and Fine-Tuning Transformers,IBM,nan,nan,107 reviews,nan,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/generative-ai-engineering-and-fine-tuning-transformers
Coursera,Space Safety,Technical University of Munich (TUM),nan,nan,24 reviews,nan,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/spacesafety
Coursera,Information Security Foundations,LearnKartS,nan,nan,32 reviews,nan,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/information-security-foundations
Coursera,C++ Programming for Unreal Game Development,University of Colorado System,nan,nan,212 reviews,nan,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/cplusplusunrealgamedevelopment
Coursera,Advanced Topics in Derivative Pricing,Columbia University,nan,nan,30 reviews,nan,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/financial-engineering-advancedtopics
Coursera,CompTIA CASP+ (CAS-004),Packt,nan,nan,19 reviews,nan,Beginner · Specialization · 1 - 4 Weeks,https://www.coursera.org/specializations/packt-comptia-casp-plus-cas-004-v1
Coursera,"Forensic Accounting: Detect, Investigate & Prevent Fraud",EDUCBA,"Skills you'll gain: Investigation, Fraud detection, Auditing, Litigation Support, Accounting, Report Writing, Due Diligence, Employee Training, Internal Controls, Risk Analysis, International Finance, Compliance Training, Analytical Skills",nan,20 reviews,nan,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/forensic-accounting-detect-investigate-prevent-fraud
Coursera,Team Building and Leadership in Project Management,Microsoft,nan,nan,104 reviews,nan,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/team-building-and-leadership-in-project-management
Coursera,Data Privacy Fundamentals,Northeastern University,nan,nan,717 reviews,nan,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/northeastern-data-privacy
Coursera,"Project Management Foundations, Initiation, and Planning",SkillUp,nan,nan,570 reviews,nan,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/project-management-foundations-initiation-and-planning
Coursera,Environmental Science,Dartmouth College,nan,nan,343 reviews,nan,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/environmental-science
Coursera,Foundations of Career Navigating and Coaching,Goodwill Industries International,nan,nan,359 reviews,nan,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/foundations-of-career-navigating-and-coaching
Coursera,Management of Urban Infrastructures – part 1,École Polytechnique Fédérale de Lausanne,nan,nan,802 reviews,nan,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/managing-urban-infrastructures-1
Coursera,Docker for Beginners with Hands-on labs,KodeKloud,nan,nan,155 reviews,nan,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/docker-for-the-absolute-beginner
Coursera,The Need for Systems Engineering,University of Colorado Boulder,nan,nan,92 reviews,nan,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/need-for-systems-engineering
Coursera,Material Behavior,Georgia Institute of Technology,nan,nan,1.3K reviews,nan,Mixed · Course · 1 - 3 Months,https://www.coursera.org/learn/material-behavior
Coursera,Quantitative Finance & Risk Modeling,Coursera,nan,nan,nan,nan,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/quantitative-finance-risk-modeling
Coursera,Adobe Premiere Pro for Beginners: Quickstart Video-Editing,Coursera,nan,nan,51 reviews,nan,Beginner · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/adobe-premiere-pro-for-beginners-quickstart-video-editing
Coursera,"ChatGPT + Excel: Master Data, Make Decisions, Tell Stories",Vanderbilt University,nan,nan,153 reviews,nan,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/chatgpt-excel
Coursera,Legal Aspects of Entrepreneurship,"University of Maryland, College Park",nan,nan,268 reviews,nan,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/legal-aspects-of-entrepreneurship
Coursera,Introduction to Databases for Back-End Development,Meta,nan,nan,674 reviews,nan,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/intro-to-databases-back-end-development
Coursera,Periodismo digital y combate a las fake news,Universidad Nacional Autónoma de México,"Skills you'll gain: Journalism, Research, Investigation, Media and Communications, digital literacy, Writing, Interviewing Skills, Community Outreach, Cybersecurity, Storytelling, Ethical Standards And Conduct, Diversity Awareness, Editing",nan,668 reviews,nan,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/periodismo-digital
Coursera,"Social Media Marketing: Funnels, Pixels, and Optimizations",Alex Genadinik,nan,nan,nan,nan,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/social-media
Coursera,"Full-Stack Web Development: PHP, HTML, CSS & JavaScript",Board Infinity,nan,nan,25 reviews,nan,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/full-stack-web-development-php-html-css-and-js
Coursera,Emotional and Social Intelligence,"University of California, Davis","Skills you'll gain: Emotional Intelligence, Social Skills, Active Listening, Empathy, Professional Development, Stress Management, Relationship Building, Interpersonal Communications, Self-Awareness, Communication Strategies, Self-Discipline, Personal Development, Compassion, Mindfulness, Adaptability",nan,1.6K reviews,nan,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/emotional-and-social-intelligence
Coursera,Medical Image Processing,MathWorks,nan,nan,27 reviews,nan,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/medical-image-processing
Coursera,Ethical Hacking,LearnKartS,nan,nan,290 reviews,nan,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/ethical-hacking-training
Coursera,AI Video Generation: A Comprehensive guide,SkillsBooster Academy,SkillsBooster Academy,nan,13 reviews,nan,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/ai-video-generation-a-comprehensive-guide
Coursera,AI for Lawyers: Obstacles and Opportunities,University of Michigan,nan,nan,41 reviews,nan,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/ai-for-lawyers-obstacles-and-opportunities
Coursera,Leading Diverse Teams & Organizations,University of Michigan,nan,nan,470 reviews,nan,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/leading-diverse-teams-and-organizations
Coursera,AI For Healthcare Professionals,AI CERTs,nan,nan,nan,nan,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/ai-for-healthcare-professionals
Coursera,Practical Windows PowerShell Scripting,Pearson,nan,nan,16 reviews,nan,Beginner · Specialization · 1 - 4 Weeks,https://www.coursera.org/specializations/pearson-practical-windows-powershell-scripting
Coursera,SDV 101: Introduction to Software Defined Vehicles,digital.auto,nan,nan,25 reviews,nan,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/sdv101
Coursera,"MERN Stack Front To Back: Full Stack React, Redux & Node.js",Packt,nan,nan,50 reviews,nan,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/packt-mern-stack-front-to-back-full-stack-react-redux-and-node-js
Coursera,Disaster Preparedness,University of Pittsburgh,nan,nan,1.6K reviews,nan,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/disaster-preparedness
Coursera,Machine Learning and Reinforcement Learning in Finance,New York University,nan,nan,820 reviews,nan,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/machine-learning-reinforcement-finance
Coursera,Business Growth Strategy,University of Virginia,nan,nan,715 reviews,nan,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/uva-darden-business-growth-strategy
Coursera,Navigating Disruptions and Emerging Technologies,University of Illinois Urbana-Champaign,nan,nan,45 reviews,nan,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/navigating-disruptions-emerging-technologies
Coursera,Foundations for Active Learning in STEM Courses,Johns Hopkins University,nan,nan,12 reviews,nan,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/active-learning-in-stem-courses
Coursera,Fundamentos Empresariales,University of Pennsylvania,nan,nan,446 reviews,nan,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/wharton-fundamentos-empresariales
Coursera,Python: de cero a analista de datos,Universidad Nacional Autónoma de México,nan,nan,92 reviews,nan,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/python-cero-analista
Coursera,Google Slides,Google Cloud,nan,nan,278 reviews,nan,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/google-slides
